"contents"	"2002"	"2003"	"2004"	"2005"	"2006"	"2007"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"
"Population 1 January"	4524066	4552252	4577457	4606363	4640219	4681134	4737171	4799252	4858199	4920305	4985870	5051275	5109056	5165802	5213985	5258317
