beta,gamma,alpha,l
0.05488146701941813,0.031719434288466526,0.7009980449876231,0.09619837392279995
0.05109831618209238,0.027009764550180598,0.7590168898094711,0.08674263239797175
0.06112026265592135,0.03826410772148896,0.6509274078216954,0.1492680137492377
0.057096718185374096,0.03270766518495306,0.3085872581132366,0.15496925154292296
0.05085441720850118,0.028460084241617528,0.6747002307101477,0.09399300547007727
0.05309857003167368,0.029216208321455,0.7356244886628328,0.09196683015139417
0.05931265913797403,0.034177728743658486,0.26150626025742074,0.16559663151128623
0.057064828308162494,0.035592121880864996,0.7464494305169861,0.1454663408418818
0.0599301565513685,0.038480178592934615,0.9821174320740009,0.11656002464099535
0.06010691049750337,0.03511400961725389,0.19476862336809087,0.2051954801557423
0.05036194762906351,0.0252757245017911,0.4819150500058095,0.09559805481166872
0.057673939334921105,0.03500419028198861,0.9367993450875366,0.12486349528226537
0.05672437688834519,0.034832202821891894,0.9892309906584467,0.10181620133064806
0.0718466075126168,0.047608275516872474,0.20792280841956812,0.28711942794928436
0.060556163487857584,0.03638943241620918,0.23785008696372145,0.18084445045113573
0.06593846194947309,0.04312250295370094,0.317442115125945,0.19457540704473852
0.06433597228143097,0.04290574243501667,0.7090166281069077,0.18585746922520396
0.05469444204955759,0.02945195349759803,0.3628286425965165,0.12161602550092021
0.05636169692353648,0.03224493723737494,0.4330810156719628,0.13346060227766743
0.06525694161177607,0.04062915229616327,0.28484455666745223,0.19350586165786465
0.049101291297208326,0.023463136832701813,0.40679365750735397,0.09387628334225195
0.06527183315401498,0.04279597280411705,0.6487162155431132,0.14121165344974296
0.06499278018026035,0.04275762361969616,0.4960837309840417,0.15594506305192835
0.051170038165481345,0.027907582191354655,0.47062346433411606,0.11808660382691671
0.05396775641098456,0.030050586257087692,0.3358852784483227,0.12233566326975143
0.05749787472776936,0.033750010748830384,0.5796863142648593,0.10923760049234998
0.06888692391156342,0.04534905208326274,0.21698931121295917,0.2530661092244699
0.05294396080804722,0.029529613666490217,0.9324229882097962,0.09130748373927855
0.054324968086875355,0.029854318177507118,0.5758769252485906,0.10448521483497453
0.047023084512718416,0.023211298460591327,0.5959565837893533,0.09112540195124808
0.05198311798280046,0.028093056412694814,0.7491081342747526,0.0857227918544643
0.07087977959054355,0.049051460813028976,0.5606610369702791,0.22817584989800066
0.04075175057325873,0.015496154807492734,0.8504584224319606,0.05560189555705419
0.05089188539678583,0.024430511728612454,0.22547670067516512,0.12124237777962665
0.046135489657420294,0.019279642900952704,0.26249313174186983,0.09443120512005587
0.06359169533932184,0.042012864463276296,0.6560754739215435,0.18371583102745315
0.042931532356256144,0.018305874430966554,0.9133553764765833,0.06422770932144073
0.056585094082102785,0.033330501785910314,0.6879824452592873,0.12477691693318493
0.050697286580309024,0.02597118241104379,0.36391870438801677,0.1148704805097267
0.056513857010725074,0.03094197355485705,0.17524205578429142,0.19104239235087728
0.07140129541917567,0.04769251163395978,0.3898048920029977,0.20469323899697667
0.04447176734162681,0.018739304000506066,0.5483183187306973,0.07138853387022726
0.050202183657861006,0.02380656875085695,0.32352773114806677,0.1008166581496609
0.047364370890418755,0.020475867835572134,0.2425624481228158,0.1035221438795414
0.05093135169289859,0.025371503191392437,0.3049688005863832,0.1030932652370895
0.07484592736745554,0.051038680260518304,0.17772247177196854,0.3316176147742923
0.054755707741797874,0.030220817497426198,0.5590268573191702,0.10744329133556374
0.06118209424194254,0.0369349286716013,0.3168620492402425,0.17707100075079096
0.048133050656071916,0.025928456614068975,0.9671484597600516,0.09897862732219087
0.04792879020162066,0.020741869868389745,0.25063131602761746,0.09976196545564209
0.06204727348811301,0.03759593932897723,0.4096825652856808,0.15219162214467907
0.06223648484961238,0.036920392851170616,0.13759528467138682,0.27290598835182855
0.05590481966088529,0.030113599925638848,0.16484110755829917,0.19321791264863464
0.0780039210442448,0.053877039370406554,0.11475689948948353,0.5079180722990428
0.06494720727319415,0.040032738191834075,0.22490597532807843,0.22225637925567
0.05040630995511405,0.025107316105702396,0.46834013746217307,0.0964775611516413
0.06104308893986257,0.035999182850382616,0.25666078362704314,0.1634909068177982
0.050724280738965066,0.025354463290044066,0.2955308284414614,0.12114088854481098
0.06540587821920697,0.04123621920966751,0.354639535247082,0.16534148267233817
0.05981272603575405,0.034351231017547855,0.2850125419961522,0.157311443228057
0.05339280141016578,0.030546659570606143,0.8828883338991933,0.08763678185580981
0.05708035001203502,0.03124807864198844,0.28806064214795846,0.13542668407573888
0.06445160568093646,0.039164194673481326,0.15182830612205112,0.2742114783832721
0.050794807066261896,0.02385915259208545,0.2564103134443201,0.11069216336499998
0.060481560674399415,0.03672477959752385,0.4458045258907707,0.12801255160142166
0.04618110014806394,0.0214109082564924,0.7539387734996987,0.07477984145818706
0.05743817914311347,0.035363841009481554,0.7169886906394485,0.1441517892832922
0.05650404184930033,0.03535446805440051,0.9568124523073952,0.1437193956903503
0.06645397799756353,0.0410636474159663,0.14076421423068508,0.3000643166892779
0.0457490571479711,0.020356351320360247,0.32766392699090574,0.09676504971859334
0.051606804059806284,0.02934474584853672,0.807448331458126,0.08832339424943036
0.05679505765394848,0.03094482384711182,0.23667881742167363,0.15896798444223315
0.06302001340006626,0.03798592433970378,0.28681063034726795,0.1812850282994879
0.05652522796490125,0.02998478769939277,0.2043227708468922,0.1597132860022783
0.05091940793147093,0.024889956899828057,0.3515869958482556,0.09430667929854164
0.07142855491462728,0.04854024131206214,0.4493054190446948,0.22615018174136658
